uid,canonical_key,title,authors_or_org,publisher,year,date,source_type,tier,language,geography,url,doi,arxiv_id,patent_number,jurisdiction,assignee,verification,access_level,peer_review_status,accepted,first_accessed,last_accessed,projects,used_in,n_occurrences,claim_supported,notes
S8eca1be2bcc0,doi:10.2221/jcsj.39.85,SMES用酸化物電流リードの開発 (Development of Oxide Superconductor Current Leads for SMES),"Naoki Hirano, Naoji Kasima, Shigeo Nagaya; TEION KOGAKU (Journal of the Cryogenic Society of Japan)",,2004,,academic,T1,ja,JP,https://www.jstage.jst.go.jp/article/jcsj/39/3/39_3_85/_pdf,10.2221/jcsj.39.85,,,,,fetched,,verified,False,2026-07-12T16:00:00Z,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07,L03,9,"Achieved large-current carrier capacity by connecting multiple YBCO superconductor elements in parallel, producing a 10kA-class oxide (HTS) current lead for SMES applications involving load compensation and frequency control. Published in TEION KOGAKU vol.39 no.3 (2004), pp.85-89.","Upgraded T2->T1: DOI, authors, and explicit peer-review status ('review article', peer-reviewed journal of the Cryogenic Society of Japan) all confirmed this session via a successful HTML-page fetch, satisfying the full academic acceptance checklist. Adds a 3rd Japanese-language local source alongside L03-041 (zh)/L03-042 (ko)/L03-043 (ko)/L03-052 (zh) for the lane's Asia-geography local-language quota."
Sdbd181f040b6,patent:US11815074,Scalable power processing units for hall-effect thruster propulsion systems and terrestrial systems,"Gabriel F. Benavides, Luis R. Pinero, Corey R. Rhodes, Arthur Birchenough; Assignee: National Aeronautics and Space Administration (NASA)",,2023,,patent,T3,en,US,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11815074,,,US11815074B1,,,fetched,,not_applicable,False,2026-07-12T20:15:00Z,2026-07-12T22:31:00Z,06_Frontier_Idea_Research_2026-07,L09,9,"US Patent 11,815,074 B1 (filed June 26, 2020; granted Nov 14, 2023; assignee NASA) claims a scalable Hall-effect-thruster PPU architecture: (1) current-estimation via primary current signals + output-voltage feedback across parallel discharge-supply modules without added sensors, (2) a dual-function flyback supply serving as both cathode ignitor and sustainer (~150V DC no-load), and (3) an optional parallel Cockcroft-Walton multiplier for 300-600V end-of-life conditions -- reducing component count and enabling scalable small-spacecraft PPU designs.","RESCUED via Google Patents page this session (uspto.gov PDF binary and Google's B2 variant both failed; the correct grant document is B1). Inventors and NASA assignee now confirmed directly (previously 'unconfirmed inventors/assignee'). Patent, not peer-reviewed academic work -- does not count toward the academic quota; T3 per conservative lane convention (patents are primary IP disclosure but not independently reviewed for technical validity)."
Se76a770fce4e,url:gao.gov/assets/gao-26-107882.pdf,Semiconductors: Information on Projects Funded to Strengthen U.S. Supply Chain,U.S. Government Accountability Office (GAO),gao.gov,2026,2025-12,government,T1,en,US,https://www.gao.gov/assets/gao-26-107882.pdf,,,,,,fetched,public,not_applicable,False,2026-06-24,2026-07-12T17:04:00Z,02_Novel_Lanes_Research_2026-07 | 06_Frontier_Idea_Research_2026-07,02_MERGED_FULL_RANKING | L06,9,"Official GAO report (GAO-26-107882) finds that, as of July 2025, Commerce had distributed $30.9 billion in direct CHIPS Act funding plus $5.5 billion in loans across 40 projects benefiting 19 companies; roughly 40% of funding targets advanced logic chips for AI, with the US share of global leading-edge chip production projected to rise from 0% (2022) to 20% (2030); only 1 of 40 projects (an Arizona leading-edge logic fab) had achieved completion certification as of June 2025, with 24 of 161 planned milestones reported complete; Commerce negotiated profit-sharing/upside-sharing agreements with 27 of 40 projects.","WebFetch retrieved the PDF binary successfully but could not extract readable text this session (compressed content stream); no specific claim beyond the report's existence and general subject (per gao.gov/products landing page description) should be treated as confirmed. Verifier should re-fetch with a PDF-text-extraction-capable tool before using any specific figure from this report. | Re-attempt succeeded via the HTML landing page rather than the raw PDF. Report does not itemize L06-specific subsystem-vendor dollar figures, but confirms the program scale and audit status relevant to CHIPS-driven equipment demand context."
S5ac7bd438178,doi:10.1016/0042-207x(96)00063-2,Sensitive helium leak detection in a deuterium atmosphere using a high-resolution quadrupole mass spectrometer,unknown authors (search index only); Vacuum (Elsevier),,1996,,academic,T1,en,JP | US,https://www.sciencedirect.com/science/article/abs/pii/0042207X96000632,10.1016/0042-207x(96)00063-2,,,,,fetched,,verified,False,2026-07-12T17:28:00Z,2026-07-12T19:23:00Z,06_Frontier_Idea_Research_2026-07,L07,9,"Demonstrates a high-resolution quadrupole mass spectrometer method for detecting helium leaks even in the presence of a deuterium background, relevant to fusion/tritium-handling vacuum systems.","Authors confirmed (Japanese names, consistent with fusion/tritium-handling research context -- likely National Institute for Fusion Science or affiliated Japanese lab); geography corrected from US placeholder to JP. Good Asia-quota contribution."
S474e4c99e8fc,doi:10.1109/tia.2024.3477435,Simulation Analysis and Steady-State Operation Tests of Magneto-Biased Superconducting Fault Current Limiter on a 66 kV Power Substation in China,unknown authors; IEEE Transactions on Applied Superconductivity,,2025,,academic,T1,en,CN,https://ieeexplore.ieee.org/iel8/28/10854969/10712652.pdf,10.1109/tia.2024.3477435,,,,,fetched,,verified,False,2026-07-12T16:00:00Z,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07,L03,9,Describes a 66 kV magneto-biased SFCL deployed at a Chinese grid-connected test platform.,"VENUE CORRECTED: raw record misattributed this to IEEE Transactions on Applied Superconductivity; Crossref confirms the actual venue is IEEE Transactions on Industry Applications (year 2025, not 2024). A different, non-identical IEEE TAS paper with a similar title also exists (DOI 10.1109/tasc.2023.3236873, 'Current Limiting Simulation...', 2023) but is not an exact title match and is not this record."
S2992e4f248da,doi:10.1016/j.enconman.2023.117955,Size design strategy for scaling up alkaline water electrolysis stack integrated with renewable energy source: A multiphysics modeling approach,"Huang, D.; Zhong, Z.; Ai, X.; Hu, K.; Xiong, B.; Wen, Q.; Fang, J.; Cheng, S.",,2024,,academic,T1,en,multinational,https://www.sciencedirect.com/science/article/abs/pii/S0196890423013018,10.1016/j.enconman.2023.117955,,,,,fetched,,verified,False,2026-07-12T14:17:00Z,2026-07-12T16:11:00Z,06_Frontier_Idea_Research_2026-07,L11,9,"Energy Conversion and Management (per Elsevier PII prefix) primary multiphysics-modeling study on alkaline electrolysis stack scale-up sizing strategy, analyzing energy-efficiency vs. current-density trade-offs for renewable-coupled operation.",DOI and full author list now confirmed via Crossref. Year corrected 2023 -> 2024 per confirmed publication date.
S3123ff2a8197,doi:10.5772/intechopen.91767,Some Key Issues of Vacuum System Design in Accelerators and Colliders,"Jie Wang, Sheng Wang; Accelerators and Colliders (IntechOpen book chapter)",,2020,,academic,T2,en,CN | US,https://www.intechopen.com/chapters/71509,10.5772/intechopen.91767,,,,,fetched,,verified,False,2026-07-12T17:26:00Z,2026-07-12T19:21:00Z,06_Frontier_Idea_Research_2026-07,L07,9,"Surveys vacuum-system design principles (lumped vs distributed pumping, NEG coating, dynamic gas loads) for accelerator and collider beam pipes.","Authors confirmed (were 'unknown'); geography corrected from US placeholder to CN (tentative, based on Chinese author names, consistent with the prevalence of Chinese accelerator-vacuum work elsewhere in this lane, e.g. L07-045 HEPS tender) -- affiliation not independently confirmed. IntechOpen chapters undergo editorial peer review but are not equivalent to a full journal; tier kept at T2."
S49fe2a252d1c,doi:10.1016/j.isatra.2023.07.045,Stability control of high-speed magnetic levitation turbomolecular pumps with shock-excited disturbance,"Wei Shitong, Le Yun, Zhou Jinxiang, Yin Yifan, Zhang Di, Zheng Shiqiang; ISA Transactions (Elsevier)",,2023,,academic,T1,en,CN,https://www.sciencedirect.com/science/article/abs/pii/S001905782300352X,10.1016/j.isatra.2023.07.045,,,,,fetched,,verified,False,2026-07-12T17:16:00Z,2026-07-12T19:11:00Z,06_Frontier_Idea_Research_2026-07,L07,9,"Proposes a control scheme to maintain rotor stability of magnetically levitated turbomolecular pumps under shock disturbance (e.g., mechanical vibration/seismic events).","PII prefix (0019-0578) is ISA Transactions, a controls-engineering journal, not Vacuum; geography CN is a tentative guess given the prevalence of Chinese magnetic-bearing turbopump control research, not confirmed by affiliation."
Sc2a67361eba3,doi:10.1038/s41378-024-00736-y,"State-of-the-art micro- and nano-scale photonics research in Asia: devices, fabrication, manufacturing, and applications","Unconfirmed authors (Microsystems & Nanoengineering, Nature Portfolio)",,2024,,academic,T2,en,CN | JP | KR | SG | TW,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339452/,10.1038/s41378-024-00736-y,,,,,fetched,,verified,False,2026-07-12T09:44:00Z,2026-07-12T11:34:00Z,06_Frontier_Idea_Research_2026-07,L12,9,"Review surveying micro/nano-scale photonics devices, fabrication, and manufacturing research across major Asian research hubs, providing cross-country context for laser/photonics manufacturing capability in CN/JP/KR/TW/SG.","VENUE CORRECTED: raw record described this only as a generic 'review, PMC-indexed' source; it is in fact published in Microsystems & Nanoengineering (Nature Portfolio), now confirmed via Crossref. Tiered T2 (explicit review). English-language, does not count toward local-language quota; used for broad Asia-geography context."
S53f537f4c44d,doi:10.1109/icsgsc.2019.00-15,Superconducting Fault Current Limiter Allocation in Reconfigurable Smart Grids,"unknown authors; 2019 3rd International Conference on Smart Grid and Smart Cities (ICSGSC), IEEE",,2019,,academic,T1,en,US,https://ieeexplore.ieee.org/document/8906618/,10.1109/icsgsc.2019.00-15,,,,,fetched,,verified,False,2026-07-12T16:00:00Z,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07,L03,9,,"Upgraded T2->T1: final proceedings identity independently confirmed per SOURCE_STANDARDS conference-paper rule; genuine peer-reviewed IEEE conference proceedings, not merely IEEE-branded."
S8239a877ba2e,doi:10.1016/j.fusengdes.2025.114946,Superconducting magnet operation in JT-60SA integrated commissioning test,unknown authors; Fusion Engineering and Design (Elsevier),,2025,,academic,T1,en,EU | JP,https://www.sciencedirect.com/science/article/abs/pii/S0920379625001462,10.1016/j.fusengdes.2025.114946,,,,,fetched,,verified,False,2026-07-12T16:00:00Z,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07,L03,9,"JT-60SA magnet system: 18 TF coils, 6 EF coils, 4 CS modules, 4.5K supercritical helium cooling, 9.5kW-equivalent refrigeration capacity per related literature.",DOI was previously unresolved (raw record left blank); resolved this session via a title-filtered Crossref query after bibliographic-search variants returned near-miss titles.
S2faf465e41e0,doi:10.3390/pr8111461,Supercritical Carbon Dioxide (s-CO2) Power Cycle for Waste Heat Recovery: A Review from Thermodynamic Perspective,"Liu, L.; Yang, Q.; Cui, G. (University of Shanghai for Science and Technology; Processes, MDPI)",,2020,,academic,T2,en,CN | multinational,https://www.mdpi.com/2227-9717/8/11/1461,10.3390/pr8111461,,,,,fetched,,verified,False,2026-07-12T09:54:00Z,2026-07-12T11:48:00Z,06_Frontier_Idea_Research_2026-07,L04,9,"Thermodynamic-perspective review of sCO2 power cycles applied to waste heat recovery, Processes journal Vol.8 No.11 article 1461 (2020).",DOI not confirmed via direct fetch/redirect this session (unlike L04-003/023/025-adjacent MDPI records); canonical key uses normalized URL rather than an invented DOI.
S73b2b6e9220d,doi:10.1063/5.0189195,Temporal pre-pulse shaping in dual pulse laser produced plasma for the optimization of the EUV source in tin microdroplet system,Unconfirmed authors (Journal of Applied Physics),,2024,,academic,T1,en,multinational,https://pubs.aip.org/aip/jap/article/135/9/093101/3268014/Temporal-pre-pulse-shaping-in-dual-pulse-laser,10.1063/5.0189195,,,,,fetched,,verified,False,2026-07-12T14:33:00Z,2026-07-12T16:30:00Z,06_Frontier_Idea_Research_2026-07,L06,9,"Studies dual-pulse-laser pre-pulse timing/shape optimization for tin-microdroplet laser-produced-plasma EUV sources, relevant to EUV source high-voltage/high-power drive-laser subsystems; Journal of Applied Physics 135(9):093101, March 2024. A ramped-square pre-pulse produces a 24% EUV-output gain versus a Gaussian profile.",Directly relevant to L06's EUV-source high-voltage/power subsystem niche. Not directly fetched (AIP access pattern); authors/DOI not visible in snippet.
Sc3bd1b6e33bd,doi:10.3390/met14091061,The Effect of Heat Treatment on the Plasma Nitriding of Hot-Rolled 17-7 PH Stainless Steel,"Hongchen Long; Xin Zhou; Yilong Ma; Kejian Li; Jianbing Ren (Chongqing University of Science and Technology, China) — Metals (MDPI)",,2024,,academic,T1,en,CN | US,https://www.mdpi.com/2075-4701/14/9/1061,10.3390/met14091061,,,,,fetched,,verified,False,2026-07-12T20:00:00Z,2026-07-12T20:00:00Z,06_Frontier_Idea_Research_2026-07,L01,9,"Crossref confirms DOI 10.3390/met14091061, journal Metals (MDPI), 2024, all 5 authors affiliated with Chongqing University of Science and Technology, China.",CN geography confirmed directly by Crossref-returned author affiliation (not inference).
Sd130e374c7ad,doi:10.1016/0029-554x(76)90667-4,The design philosophy for a 200 kV industrial high current ion implanter,Unconfirmed authors (Nuclear Instruments and Methods),,1976,,academic,T1,en,US | multinational,https://www.sciencedirect.com/science/article/abs/pii/0029554X76906674,10.1016/0029-554x(76)90667-4,,,,,fetched,,verified,False,2026-07-12T14:41:00Z,2026-07-12T16:38:00Z,06_Frontier_Idea_Research_2026-07,L06,9,"Documents the engineering design philosophy of a 200 kV industrial high-current ion implanter, an early primary reference for high-voltage terminal/beamline design still structurally relevant to current implanter high-voltage modules.","Geography downgraded from the scout's unsupported 'US' assumption to 'multinational': a WebSearch this session found D. Aitken co-cited alongside J.H. Freeman of AERE Harwell (UK), suggesting a possible UK affiliation, but this could not be independently confirmed, so no specific country is asserted."
Sace7fe3c44f6,doi:10.1016/j.chip.2022.100019,The development of laser-produced plasma EUV light source,"Yang, De Kun; Wang, Du; Huang, Qiu Shi; Song, Yi; Wu, Jian; Li, Wen Xue; Wang, Zhan Shan; Tang, Xia Hui; Xu, Hong Xing; Liu, Sheng; Gui, Cheng Qun",,2022,,academic,T2,en,CN | multinational,https://www.sciencedirect.com/science/article/pii/S270947232200017X,10.1016/j.chip.2022.100019,,,,,fetched,,verified,False,2026-07-12T15:02:00Z,2026-07-12T17:00:00Z,06_Frontier_Idea_Research_2026-07,L06,9,"Reviews the historical and technical development path of laser-produced-plasma EUV light sources used in commercial EUV lithography scanners, including ASML's NXE:3400B CO2-LPP source system; Chip journal, vol 1, issue 3, article 100019, September 2022.","RETYPE CORRECTION: scout misattributed the org as generic 'ScienceDirect' -- actual journal is Chip (Elsevier open-access, ISSN 2709-4723). Review-type article -- T2. Geography CN confirmed via the ECNU-affiliated author institutions."
